frame,time_ns,rmsd_nm
0,0.0,0.0
1,0.04,0.10148675
2,0.08,0.11374885
3,0.12,0.113291144
4,0.16,0.10980646
5,0.2,0.1166867
6,0.24,0.11598405
7,0.28,0.12323441
8,0.32,0.11548627
9,0.36,0.11567061
10,0.4,0.12603058
11,0.44,0.1323314
12,0.48,0.12448588
13,0.52,0.12926313
14,0.56,0.13645479
15,0.6,0.13083285
16,0.64,0.13074642
17,0.68,0.124904305
18,0.72,0.13060334
19,0.76,0.13018988
20,0.8,0.13501972
21,0.84,0.13720948
22,0.88,0.1347683
23,0.92,0.13743427
24,0.96,0.13901494
25,1.0,0.13157022
26,1.04,0.13187225
27,1.08,0.122368716
28,1.12,0.13831098
29,1.16,0.12789018
30,1.2,0.12971309
31,1.24,0.13544895
32,1.28,0.13650416
33,1.32,0.14167772
34,1.36,0.13543932
35,1.4000000000000001,0.13691603
36,1.44,0.13057671
37,1.48,0.12760599
38,1.52,0.13434824
39,1.56,0.13399664
40,1.6,0.13889134
41,1.6400000000000001,0.13597599
42,1.68,0.13668402
43,1.72,0.14245968
44,1.76,0.14223059
45,1.8,0.13344875
46,1.84,0.1365185
47,1.8800000000000001,0.14164549
48,1.92,0.1401395
49,1.96,0.13448572
50,2.0,0.12974827
51,2.04,0.13635597
52,2.08,0.1314578
53,2.12,0.13731083
54,2.16,0.13082953
55,2.2,0.13573274
56,2.24,0.13232319
57,2.2800000000000002,0.13617729
58,2.32,0.13971536
59,2.36,0.13328248
60,2.4,0.13508251
61,2.44,0.13332814
62,2.48,0.13797736
63,2.52,2.6896498
64,2.56,0.13323191
65,2.6,2.7044237
66,2.64,2.6796012
67,2.68,2.669006
68,2.72,2.6701512
69,2.7600000000000002,2.6648078
70,2.8000000000000003,2.6628747
71,2.84,2.6974087
72,2.88,2.6920776
73,2.92,0.14159945
74,2.96,0.14308095
75,3.0,0.14548424
76,3.04,2.6628065
77,3.08,2.676959
78,3.12,0.13974491
79,3.16,0.14297
80,3.2,2.6753936
81,3.24,2.6542332
82,3.2800000000000002,2.6782808
83,3.3200000000000003,0.14210825
84,3.36,2.6624014
85,3.4,2.6833034
86,3.44,2.6845086
87,3.48,2.6853223
88,3.52,0.139832
89,3.56,0.14278436
90,3.6,0.14938009
91,3.64,0.14387795
92,3.68,0.14072004
93,3.72,0.14456683
94,3.7600000000000002,0.14623396
95,3.8000000000000003,0.14582157
96,3.84,0.14180197
97,3.88,0.1372649
98,3.92,0.14442842
99,3.96,0.1488494
100,4.0,0.15320809
101,4.04,0.14867987
102,4.08,0.1454409
103,4.12,0.15054853
104,4.16,0.1426503
105,4.2,0.1455918
106,4.24,0.14769253
107,4.28,0.1444871
108,4.32,0.1472104
109,4.36,0.14942229
110,4.4,0.14345878
111,4.44,0.14629044
112,4.48,0.1499756
113,4.5200000000000005,0.1480028
114,4.5600000000000005,0.1434997
115,4.6000000000000005,0.14848821
116,4.64,0.15006399
117,4.68,0.14417681
118,4.72,0.14248714
119,4.76,0.14742143
120,4.8,0.1476145
121,4.84,0.13711596
122,4.88,0.14116427
123,4.92,0.14195672
124,4.96,0.14622949
125,5.0,0.14186174
126,5.04,0.14776906
127,5.08,0.14213885
128,5.12,0.14075711
129,5.16,0.14082506
130,5.2,0.14384168
131,5.24,0.14878951
132,5.28,0.14348455
133,5.32,0.14369954
134,5.36,0.14923011
135,5.4,0.14578281
136,5.44,0.1445157
137,5.48,0.14435916
138,5.5200000000000005,0.1439006
139,5.5600000000000005,0.14405614
140,5.6000000000000005,0.15085724
141,5.64,0.14575447
142,5.68,0.14625923
143,5.72,0.14389154
144,5.76,0.14815989
145,5.8,0.14170533
146,5.84,0.15210582
147,5.88,0.14911643
148,5.92,0.14146428
149,5.96,0.14077257
150,6.0,0.14121817
151,6.04,0.15434334
152,6.08,0.14889905
153,6.12,0.14718235
154,6.16,0.14621463
155,6.2,0.14750253
156,6.24,0.15505582
157,6.28,0.14795138
158,6.32,0.15382977
159,6.36,0.14626071
160,6.4,0.15081544
161,6.44,0.14632908
162,6.48,0.14774846
163,6.5200000000000005,0.14756884
164,6.5600000000000005,0.14139664
165,6.6000000000000005,0.14618936
166,6.640000000000001,0.149527
167,6.68,0.14894722
168,6.72,0.14349364
169,6.76,0.14943974
170,6.8,0.14762628
171,6.84,0.1441949
172,6.88,0.14929564
173,6.92,0.14643008
174,6.96,0.1574724
175,7.0,0.15647385
176,7.04,0.15264514
177,7.08,0.15156317
178,7.12,0.14819069
179,7.16,0.14893846
180,7.2,0.15025365
181,7.24,0.14608373
182,7.28,0.14412554
183,7.32,0.14691772
184,7.36,0.14474417
185,7.4,0.15358508
186,7.44,0.14964327
187,7.48,0.15631537
188,7.5200000000000005,0.15373363
189,7.5600000000000005,0.15538356
190,7.6000000000000005,0.14777789
191,7.640000000000001,0.15010455
192,7.68,0.15254827
193,7.72,0.14775287
194,7.76,0.15342928
195,7.8,0.14648202
196,7.84,0.14915434
197,7.88,0.15034622
198,7.92,0.14582157
199,7.96,0.1527263
200,8.0,0.14898224
201,8.040000000000001,0.1520558
202,8.08,0.15258104
203,8.120000000000001,0.15078372
204,8.16,0.14748041
205,8.2,0.1476042
206,8.24,0.1432662
207,8.28,0.15357092
208,8.32,0.14276913
209,8.36,0.15402749
210,8.4,0.14854676
211,8.44,0.15058029
212,8.48,0.15334141
213,8.52,0.15676118
214,8.56,0.15142827
215,8.6,0.15262234
216,8.64,0.15333717
217,8.68,0.15999518
218,8.72,0.15397526
219,8.76,0.15615118
220,8.8,0.15935118
221,8.84,0.15479763
222,8.88,0.14474867
223,8.92,0.15498991
224,8.96,0.15232435
225,9.0,0.15819965
226,9.040000000000001,0.16955282
227,9.08,0.16268472
228,9.120000000000001,0.15874565
229,9.16,0.1563571
230,9.200000000000001,0.17016843
231,9.24,0.16458327
232,9.28,0.16423152
233,9.32,0.16430432
234,9.36,0.16342737
235,9.4,0.1521887
236,9.44,0.15478078
237,9.48,0.15665297
238,9.52,0.16433474
239,9.56,0.16002508
240,9.6,0.15582785
241,9.64,0.15896872
242,9.68,0.15780614
243,9.72,0.16541073
244,9.76,0.15680417
245,9.8,0.1612229
246,9.84,0.1543715
247,9.88,0.15149
248,9.92,0.15062504
249,9.96,0.15195282
250,10.0,0.1540416
251,10.040000000000001,0.1496854
252,10.08,0.15055285
253,10.120000000000001,0.1488421
254,10.16,0.14513566
255,10.200000000000001,0.15598263
256,10.24,0.15231721
257,10.28,0.145414
258,10.32,0.1496302
259,10.36,0.15900017
260,10.4,0.15664466
261,10.44,0.14702274
262,10.48,0.14571717
263,10.52,0.16001828
264,10.56,0.16336884
265,10.6,0.16357629
266,10.64,0.15539755
267,10.68,0.16199909
268,10.72,0.16303581
269,10.76,0.16572192
270,10.8,0.15764625
271,10.84,0.1586936
272,10.88,0.1644432
273,10.92,0.16710928
274,10.96,0.16725233
275,11.0,0.1640143
276,11.040000000000001,0.16884485
277,11.08,0.16860132
278,11.120000000000001,0.16502123
279,11.16,0.16747056
280,11.200000000000001,0.1663478
281,11.24,0.1621882
282,11.28,0.16312246
283,11.32,0.16804466
284,11.36,0.15646552
285,11.4,0.1387316
286,11.44,0.14208071
287,11.48,0.14982621
288,11.52,0.14875443
289,11.56,0.14447808
290,11.6,0.14838861
291,11.64,0.14601526
292,11.68,0.14732409
293,11.72,0.15126309
294,11.76,0.15841252
295,11.8,0.15316693
296,11.84,0.15365583
297,11.88,0.14903039
298,11.92,0.15080246
299,11.96,0.14790435
300,12.0,0.1459393
301,12.040000000000001,0.15127315
302,12.08,0.14753495
303,12.120000000000001,0.15210012
304,12.16,0.14253901
305,12.200000000000001,0.14547977
306,12.24,0.14847796
307,12.280000000000001,0.14798076
308,12.32,0.14619529
309,12.36,0.15028837
310,12.4,0.15670015
311,12.44,0.15283586
312,12.48,0.14996399
313,12.52,0.15887296
314,12.56,0.15061206
315,12.6,0.15144119
316,12.64,0.14865647
317,12.68,0.1439565
318,12.72,0.15386368
319,12.76,0.13992059
