step,time_ns,potential_energy_kj_mol,temperature_k
4110000,16.44,-404172.77913073986,301.319192275532
4120000,16.48,-403855.57955908147,301.53976866616006
4130000,16.52,-403673.9330042179,301.5705752789004
4140000,16.56,-405114.01865022955,302.1115039227574
4150000,16.6,-405286.6861157629,301.0789476495049
4160000,16.64,-403937.2595796364,301.9929728065069
4170000,16.68,-404888.5853329224,303.75596664957584
4180000,16.72,-406107.3445501828,301.4186812010116
4190000,16.76,-404546.6968570675,302.75940794243814
4200000,16.8,-404159.346160084,300.6641930833996
4210000,16.84,-404375.8660618297,305.15642848259864
4220000,16.88,-405460.23803368467,299.54667733707765
4230000,16.92,-404972.04981263215,302.3032561753008
4240000,16.96,-404420.27796952403,300.8992206708593
4250000,17.0,-405048.82979252655,301.63842286546895
4260000,17.04,-404515.8188532975,300.2080674014551
4270000,17.08,-403766.5078139079,300.719911055299
4280000,17.12,-403769.0046393736,299.5268265053288
4290000,17.16,-404882.4251779062,303.2289414135008
4300000,17.2,-403725.0124478517,304.54180916897764
4310000,17.24,-404413.69117662753,300.93433134041766
4320000,17.28,-403919.48900661524,301.843817673866
4330000,17.32,-404196.86591473175,302.76869427108807
4340000,17.36,-404675.6868440253,301.766605503069
4350000,17.4,-404776.0840567546,302.6109831951967
4360000,17.44,-404816.3309580544,303.92930275597644
4370000,17.48,-403287.5488391961,300.98811900804714
4380000,17.52,-404449.73786726175,303.24349695110374
4390000,17.56,-404200.11025100364,303.42744973098894
4400000,17.6,-403339.2371961875,302.6101484690259
4410000,17.64,-405445.30094578955,299.125088450449
4420000,17.68,-404372.06735732174,303.9672827967468
4430000,17.72,-403451.1398804148,302.23266964348437
4440000,17.76,-404190.1633516466,301.7324339004528
4450000,17.8,-404261.40182777843,302.620843398089
4460000,17.84,-404285.949131615,302.08794899362573
4470000,17.88,-404185.73439865606,300.92233215171274
4480000,17.92,-404617.67533648806,303.99420271575445
4490000,17.96,-404379.3135862737,300.7212153149408
4500000,18.0,-403054.5796025323,304.9231746882519
4510000,18.04,-404597.3043949648,302.1864466817775
4520000,18.08,-404134.46021249704,303.05910072294034
4530000,18.12,-404823.5407984704,303.8982874616934
4540000,18.16,-403921.4179467731,302.67833516310134
4550000,18.2,-404013.8769015046,304.40327070982136
4560000,18.24,-404365.76516144,303.7926685158972
4570000,18.28,-403806.50721494853,301.19870476981873
4580000,18.32,-403721.8974886085,302.4548111456827
4590000,18.36,-403544.83236198686,299.7296649648279
4600000,18.4,-404318.6723722436,302.5659601523604
4610000,18.44,-405232.9667469305,302.98089731481554
4620000,18.48,-405475.0513310763,303.0845859563419
4630000,18.52,-404432.2301887388,300.73665774910023
4640000,18.56,-405448.7121554066,299.3565162812973
4650000,18.6,-404268.15058496594,301.54068164790937
4660000,18.64,-404003.60592689156,300.27176744236255
4670000,18.68,-406386.6392777965,300.9864495557056
4680000,18.72,-404608.93818181986,302.3296804756445
4690000,18.76,-403843.0828099251,302.0934529693143
4700000,18.8,-404112.6320840146,298.0427877144568
4710000,18.84,-403261.8570797283,304.56299034556116
4720000,18.88,-404087.3213046307,302.24782514052254
4730000,18.92,-404531.64320979523,301.19622667649924
4740000,18.96,-404228.0277319383,303.6570515983386
4750000,19.0,-402740.20803738455,304.1927110332426
4760000,19.04,-403761.89734809054,304.66973095464937
4770000,19.08,-404217.7413017743,300.1708438312769
4780000,19.12,-403961.0427052891,301.90590043281765
4790000,19.16,-404181.9792334738,300.67480975688414
4800000,19.2,-403159.2193749454,303.25215723512554
4810000,19.24,-404583.0602425898,300.73000602492687
4820000,19.28,-404741.19807569566,301.85023463130386
4830000,19.32,-404089.82477119914,300.90913304413726
4840000,19.36,-404390.36748034204,300.31261685434504
4850000,19.4,-402998.08522748924,303.66237297767736
4860000,19.44,-404120.46000976535,299.99286456055137
4870000,19.48,-405282.1781294793,301.8692768220747
4880000,19.52,-404746.53147615725,299.3992699123568
4890000,19.56,-403843.4687942348,302.3074037209618
4900000,19.6,-405552.8376958736,301.01029142195847
4910000,19.64,-404357.52148805093,298.75809587242793
4920000,19.68,-405627.15272080037,301.3636936145116
4930000,19.72,-404927.87550565996,299.8948885762562
4940000,19.76,-404585.71388212545,300.8556583988218
4950000,19.8,-404317.63469690667,302.1562139432797
4960000,19.84,-404434.423693819,305.57358288644497
4970000,19.88,-404525.4592564604,300.67723567981795
4980000,19.92,-403420.34569981997,301.0935292723007
4990000,19.96,-404272.1398699167,299.4051651659379
5000000,20.0,-403556.45560121746,300.66977531466665
5010000,20.04,-404028.01942507667,300.21737981529776
5020000,20.08,-404556.86621905654,299.5450339699289
5030000,20.12,-403746.3629387922,302.758155853182
5040000,20.16,-404476.8444519467,301.4036561299376
5050000,20.2,-404992.54319914826,300.9849887849067
5060000,20.24,-404493.9503138501,301.8825802704215
5070000,20.28,-403896.7601176498,300.50126496894086
5080000,20.32,-404958.7268532284,300.47124091198566
5090000,20.36,-404064.17542795395,302.21722720932496
5100000,20.4,-405188.0960320125,302.97111536750174
5110000,20.44,-405226.95654379786,301.5109706132683
5120000,20.48,-404827.25863818615,300.7051729213462
5130000,20.52,-403694.822911727,301.74380704452966
5140000,20.56,-403475.658202528,304.8640656412837
