frame,time_ns,rmsd_nm
0,0.0,0.0
1,0.04,0.10388803
2,0.08,0.12800965
3,0.12,0.11384992
4,0.16,0.11470975
5,0.2,0.12908651
6,0.24,0.122728206
7,0.28,0.11465702
8,0.32,0.123573445
9,0.36,0.12666476
10,0.4,0.1234598
11,0.44,0.12531577
12,0.48,0.13102102
13,0.52,0.14312856
14,0.56,0.13288839
15,0.6,0.13800487
16,0.64,0.1386512
17,0.68,0.13389055
18,0.72,0.13962902
19,0.76,0.14143926
20,0.8,0.13615216
21,0.84,0.14025402
22,0.88,0.12868269
23,0.92,0.13406464
24,0.96,0.14068297
25,1.0,0.1335514
26,1.04,0.1223493
27,1.08,0.1309963
28,1.12,0.12554476
29,1.16,0.13701862
30,1.2,0.14137205
31,1.24,0.14624213
32,1.28,0.14065379
33,1.32,0.14655781
34,1.36,0.14352033
35,1.4000000000000001,0.15334964
36,1.44,0.14883152
37,1.48,0.1406584
38,1.52,0.14438145
39,1.56,0.15052968
40,1.6,0.14149725
41,1.6400000000000001,0.148164
42,1.68,0.13918908
43,1.72,0.14126354
44,1.76,0.14700362
45,1.8,0.14355944
46,1.84,0.14013696
47,1.8800000000000001,0.14793207
48,1.92,0.1489229
49,1.96,0.13984385
50,2.0,0.13607283
51,2.04,0.14339688
52,2.08,0.14741437
53,2.12,0.14054628
54,2.16,0.14668153
55,2.2,0.133166
56,2.24,0.1349285
57,2.2800000000000002,0.14469521
58,2.32,0.14718273
59,2.36,0.14693308
60,2.4,0.13876331
61,2.44,0.14011075
62,2.48,0.13798296
63,2.52,0.13918288
64,2.56,0.14324318
65,2.6,0.14329444
66,2.64,0.14772755
67,2.68,0.14505744
68,2.72,0.1450217
69,2.7600000000000002,0.14153542
70,2.8000000000000003,0.14428718
71,2.84,0.14212316
72,2.88,0.14698745
73,2.92,0.1449219
74,2.96,0.14515269
75,3.0,0.13920304
76,3.04,0.14475192
77,3.08,0.15650824
78,3.12,0.143582
79,3.16,0.1421976
80,3.2,0.13341875
81,3.24,0.13134862
82,3.2800000000000002,0.1399874
83,3.3200000000000003,0.14828348
84,3.36,0.15233797
85,3.4,0.14521962
86,3.44,0.13925888
87,3.48,0.1445414
88,3.52,0.14604709
89,3.56,0.14542471
90,3.6,0.15265943
91,3.64,0.14327936
92,3.68,0.15292798
93,3.72,0.14058007
94,3.7600000000000002,0.14017239
95,3.8000000000000003,0.13243747
96,3.84,0.14039868
97,3.88,0.14075969
98,3.92,0.14549151
99,3.96,0.14529842
100,4.0,0.13690983
101,4.04,0.13951142
102,4.08,0.14487869
103,4.12,0.14801526
104,4.16,0.15053543
105,4.2,0.14864132
106,4.24,0.15139374
107,4.28,0.14369476
108,4.32,0.14660054
109,4.36,0.14334567
110,4.4,0.14897946
111,4.44,0.14912869
112,4.48,0.1526
113,4.5200000000000005,0.14867182
114,4.5600000000000005,0.14453095
115,4.6000000000000005,0.14729273
116,4.64,0.15312555
117,4.68,0.14899829
118,4.72,0.15685834
119,4.76,0.15653722
120,4.8,0.15189645
121,4.84,0.1537308
122,4.88,0.14662263
123,4.92,0.14363162
124,4.96,0.14512144
125,5.0,0.14627905
126,5.04,0.14781523
127,5.08,0.14616975
128,5.12,0.14559686
129,5.16,0.15586807
130,5.2,0.14196505
131,5.24,0.1461993
132,5.28,0.14844505
133,5.32,0.15634948
134,5.36,0.1459391
135,5.4,0.15393294
136,5.44,0.14616238
137,5.48,0.1461801
138,5.5200000000000005,0.1407781
139,5.5600000000000005,0.14124827
140,5.6000000000000005,0.15454762
141,5.64,0.14362712
142,5.68,0.15232095
143,5.72,0.14081338
144,5.76,0.15518767
145,5.8,0.15308465
146,5.84,0.14834608
147,5.88,0.15229401
148,5.92,0.15868296
149,5.96,0.15134665
150,6.0,0.15431547
151,6.04,0.15234789
152,6.08,0.15748763
153,6.12,0.1521706
154,6.16,0.15785061
155,6.2,0.15430988
156,6.24,0.14578807
157,6.28,0.14513037
158,6.32,0.14118862
159,6.36,0.14563987
160,6.4,0.15661308
161,6.44,0.1527146
162,6.48,0.15506656
163,6.5200000000000005,0.14143467
164,6.5600000000000005,0.1521791
165,6.6000000000000005,0.15685695
166,6.640000000000001,0.1528291
167,6.68,0.15238899
168,6.72,0.151051
169,6.76,0.1663036
170,6.8,0.1519661
171,6.84,0.14852649
172,6.88,0.15010299
173,6.92,0.15499413
174,6.96,0.15798463
175,7.0,0.1613163
176,7.04,0.14795397
177,7.08,0.15314811
178,7.12,0.15371956
179,7.16,0.15888561
180,7.2,0.15709908
181,7.24,0.14817275
182,7.28,0.15465377
183,7.32,0.14808965
184,7.36,0.15036748
185,7.4,0.15956648
186,7.44,0.15561153
187,7.48,0.16242631
188,7.5200000000000005,0.16367133
189,7.5600000000000005,0.16771437
190,7.6000000000000005,0.16447292
191,7.640000000000001,0.15737516
192,7.68,0.15110247
193,7.72,0.15446655
194,7.76,0.15544908
195,7.8,0.14970826
196,7.84,0.15584728
197,7.88,0.16298775
198,7.92,0.1539091
199,7.96,0.1532482
200,8.0,0.15156198
201,8.040000000000001,0.16045588
202,8.08,0.15523915
203,8.120000000000001,0.1504321
204,8.16,0.14650917
205,8.2,0.15570171
206,8.24,0.16439544
207,8.28,0.1555921
208,8.32,0.1641917
209,8.36,0.16110465
210,8.4,0.1644217
211,8.44,0.15285453
212,8.48,0.16018379
213,8.52,0.16633217
214,8.56,0.1594568
215,8.6,0.15577798
216,8.64,0.15412784
217,8.68,0.16123328
218,8.72,0.15137519
219,8.76,0.15012313
220,8.8,0.15400869
221,8.84,0.15563652
222,8.88,0.16132969
223,8.92,0.17080966
224,8.96,0.17323759
225,9.0,0.17658602
226,9.040000000000001,0.16883987
227,9.08,0.16312946
228,9.120000000000001,0.16783151
229,9.16,0.158027
230,9.200000000000001,0.1612239
231,9.24,0.1525533
232,9.28,0.15240316
233,9.32,0.14956683
234,9.36,0.15587223
235,9.4,0.15467194
236,9.44,0.1490722
237,9.48,0.16866454
238,9.52,0.15093371
239,9.56,0.15841599
240,9.6,0.15628178
241,9.64,0.15923047
242,9.68,0.14994465
243,9.72,0.15525445
244,9.76,0.15936604
245,9.8,0.14649886
246,9.84,0.15615876
247,9.88,0.15756577
248,9.92,0.14990143
249,9.96,0.15813628
250,10.0,0.15139517
251,10.040000000000001,0.15065016
252,10.08,0.15070175
253,10.120000000000001,0.15481567
254,10.16,0.14506042
255,10.200000000000001,0.14581473
256,10.24,0.15205702
257,10.28,0.1483126
258,10.32,0.15298162
259,10.36,0.14883442
260,10.4,0.14684781
261,10.44,0.15270893
262,10.48,0.1606563
263,10.52,0.15677984
264,10.56,0.15899567
265,10.6,0.15725435
266,10.64,0.15290256
267,10.68,0.15973692
268,10.72,0.15057845
269,10.76,0.14979479
270,10.8,0.15399748
271,10.84,0.14969239
272,10.88,0.15482405
273,10.92,0.14666829
274,10.96,0.15119676
275,11.0,0.15603562
276,11.040000000000001,0.16032393
277,11.08,0.15482265
278,11.120000000000001,0.16639967
279,11.16,0.15727358
280,11.200000000000001,0.15858358
281,11.24,0.16047877
282,11.28,0.15978287
283,11.32,0.15687348
284,11.36,0.16649827
285,11.4,0.15833554
286,11.44,0.15525863
287,11.48,0.15377294
288,11.52,0.14617714
289,11.56,0.15789437
290,11.6,0.15308465
291,11.64,0.15075763
292,11.68,0.15467891
293,11.72,0.15470125
294,11.76,0.15625829
295,11.8,0.15718018
296,11.84,0.16233188
297,11.88,0.1529548
298,11.92,0.15905678
299,11.96,0.16053528
300,12.0,0.15839009
301,12.040000000000001,0.14963323
302,12.08,0.15708122
303,12.120000000000001,0.15351853
304,12.16,0.1448906
305,12.200000000000001,0.14757252
306,12.24,0.15528227
307,12.280000000000001,0.15402552
308,12.32,0.15896578
309,12.36,0.15177697
310,12.4,0.15294774
311,12.44,0.15370972
312,12.48,0.15677296
313,12.52,0.16333717
314,12.56,0.15787934
315,12.6,0.15753563
316,12.64,0.16224805
317,12.68,0.15723924
318,12.72,0.15745197
319,12.76,0.15570171
320,12.8,0.15525307
321,12.84,0.15233372
322,12.88,0.14229628
323,12.92,0.14461908
324,12.96,0.14453095
325,13.0,0.14934574
326,13.040000000000001,0.1492112
327,13.08,0.14861517
328,13.120000000000001,0.14440538
329,13.16,0.14414343
330,13.200000000000001,0.14835337
331,13.24,0.15035169
332,13.280000000000001,0.15814447
333,13.32,0.16091016
334,13.36,0.1530917
335,13.4,0.15247117
336,13.44,0.15536153
337,13.48,0.15258019
338,13.52,0.15404235
339,13.56,0.15212518
340,13.6,0.15358181
341,13.64,0.1519064
342,13.68,0.14745393
343,13.72,0.14881991
344,13.76,0.14268579
345,13.8,0.1495105
346,13.84,0.14710201
347,13.88,0.15229827
348,13.92,0.15005551
349,13.96,0.1501821
350,14.0,0.14625394
351,14.040000000000001,0.1473631
352,14.08,0.15068312
353,14.120000000000001,0.14520028
354,14.16,0.14757544
355,14.200000000000001,0.14448611
356,14.24,0.1410019
357,14.280000000000001,0.14699773
358,14.32,0.15359306
359,14.36,0.15463144
360,14.4,0.14953217
361,14.44,0.15176417
362,14.48,0.14052783
363,14.52,0.14826164
364,14.56,0.15459232
365,14.6,0.1445429
366,14.64,0.14735577
367,14.68,0.14684193
368,14.72,0.14012462
369,14.76,0.15663238
370,14.8,0.14697863
371,14.84,0.1483257
372,14.88,0.15121533
373,14.92,0.15772879
374,14.96,0.15862034
375,15.0,0.14928211
376,15.040000000000001,0.15520994
377,15.08,0.15179548
378,15.120000000000001,0.16236247
379,15.16,0.16456613
380,15.200000000000001,0.16621788
381,15.24,0.15926301
382,15.280000000000001,0.16190961
383,15.32,0.16628413
384,15.36,0.16130024
385,15.4,0.1642982
386,15.44,0.15931319
387,15.48,0.15861762
388,15.52,0.16156779
389,15.56,0.16948457
390,15.6,0.16266678
391,15.64,0.16098127
392,15.68,0.15564345
393,15.72,0.1672476
394,15.76,0.167276
395,15.8,0.15882851
396,15.84,0.15487844
397,15.88,0.15987475
398,15.92,0.15536292
399,15.96,0.16093029
400,16.0,0.16142203
401,16.04,0.16011232
402,16.080000000000002,0.16266944
403,16.12,0.15325665
