frame,time_ns,rmsd_nm
0,0.0,0.0
1,0.04,0.10163231
2,0.08,0.118603006
3,0.12,0.11863233
4,0.16,0.123354316
5,0.2,0.12553453
6,0.24,0.18447961
7,0.28,0.15762694
8,0.32,0.12775242
9,0.36,0.13742636
10,0.4,0.1561637
11,0.44,0.19200039
12,0.48,0.17235814
13,0.52,0.19357012
14,0.56,0.16509104
15,0.6,0.24037792
16,0.64,0.24149318
17,0.68,0.24573033
18,0.72,0.24182424
19,0.76,0.22286354
20,0.8,0.21892287
21,0.84,0.19438155
22,0.88,0.1733141
23,0.92,0.17580494
24,0.96,0.22003621
25,1.0,0.2105482
26,1.04,0.15655857
27,1.08,0.15275191
28,1.12,0.14295326
29,1.16,0.15354685
30,1.2,0.14177436
31,1.24,0.14997125
32,1.28,0.14793962
33,1.32,0.15041128
34,1.36,0.15923518
35,1.4000000000000001,0.17014416
36,1.44,0.19249342
37,1.48,0.17625943
38,1.52,0.15209582
39,1.56,0.18693332
40,1.6,0.2388027
41,1.6400000000000001,0.19186446
42,1.68,0.19312485
43,1.72,0.20075929
44,1.76,0.19001998
45,1.8,0.20736456
46,1.84,0.18688214
47,1.8800000000000001,0.19939889
48,1.92,0.21746019
49,1.96,0.26089025
50,2.0,0.30343887
51,2.04,0.26588228
52,2.08,0.24553914
53,2.12,0.2263058
54,2.16,0.23865335
55,2.2,0.2873779
56,2.24,0.28729618
57,2.2800000000000002,0.26453134
58,2.32,0.26820084
59,2.36,0.2682819
60,2.4,0.26559758
61,2.44,0.31586015
62,2.48,0.3221355
63,2.52,0.29155666
64,2.56,0.33094496
65,2.6,0.27685764
66,2.64,0.262823
67,2.68,0.24026936
68,2.72,0.24084415
69,2.7600000000000002,0.24447791
70,2.8000000000000003,0.23823029
71,2.84,0.27894482
72,2.88,0.2514463
73,2.92,0.2398854
74,2.96,0.24840528
75,3.0,0.24875161
76,3.04,0.26748335
77,3.08,0.2285769
78,3.12,0.23845285
79,3.16,0.2604599
80,3.2,0.26774654
81,3.24,0.22704238
82,3.2800000000000002,0.2181509
83,3.3200000000000003,0.2020804
84,3.36,0.2045483
85,3.4,0.23460723
86,3.44,0.2127382
87,3.48,0.20783788
88,3.52,0.23072392
89,3.56,0.24347992
90,3.6,0.24564537
91,3.64,0.22661683
92,3.68,0.22621739
93,3.72,0.27349523
94,3.7600000000000002,0.2703645
95,3.8000000000000003,0.36263326
