step,time_ns,potential_energy_kj_mol,temperature_k
4110000,16.44,-404217.63308876776,302.1860032334993
4120000,16.48,-403496.3250713262,299.02108678660863
4130000,16.52,-404744.57855888526,300.2813667933265
4140000,16.56,-404153.20779499155,300.3567790858177
4150000,16.6,-404266.1602182002,303.00372185854775
4160000,16.64,-406267.34252175735,302.50006895525456
4170000,16.68,-404333.565355198,301.13602205143184
4180000,16.72,-404090.28140497766,301.41982894949643
4190000,16.76,-405075.3289138521,302.5776984891369
4200000,16.8,-403709.8771565077,299.3732890602913
4210000,16.84,-405083.84414190706,298.84115112642036
4220000,16.88,-405540.51728206524,302.0142583238617
4230000,16.92,-405102.4519247175,301.7579973894329
4240000,16.96,-404858.85812628944,301.1724630658249
4250000,17.0,-405082.81469469983,301.301923877874
4260000,17.04,-403596.52479596273,299.7327430175826
4270000,17.08,-405794.34525428806,302.0271444091231
4280000,17.12,-404605.5340942708,300.67561839786214
4290000,17.16,-404849.44689636934,300.4345912160499
4300000,17.2,-404450.74144432927,302.6677706600024
4310000,17.24,-405138.84852484846,300.6479159230694
4320000,17.28,-404037.9594574005,299.89848833286777
4330000,17.32,-404365.27625517757,303.35081143443443
4340000,17.36,-405063.4016736164,298.10536609207236
4350000,17.4,-404754.8290840669,301.1906444452321
4360000,17.44,-404108.8946862053,302.8492453465681
4370000,17.48,-405108.14176066057,302.07321085967294
4380000,17.52,-404001.3292732476,303.3875393859486
4390000,17.56,-406038.8022250023,302.7972575572444
4400000,17.6,-404743.3812771165,300.48590079035995
4410000,17.64,-404882.6649366317,303.25241808705397
4420000,17.68,-404520.6254760667,301.82289734921085
4430000,17.72,-405052.1213160234,305.0450447091855
4440000,17.76,-403792.46497894404,302.0130062346056
4450000,17.8,-403534.6504848921,299.6302021245411
4460000,17.84,-403638.69121352374,301.45979146492243
4470000,17.88,-404485.98283982323,301.5660625405396
4480000,17.92,-403653.8746516709,301.58933053255004
4490000,17.96,-405585.2907842158,300.1683135675717
4500000,18.0,-404357.74729516543,303.65939926569393
4510000,18.04,-404619.6633347294,301.07639130060693
4520000,18.08,-404521.36156842345,302.2052541058129
4530000,18.12,-404752.51142924,304.3666731842713
4540000,18.16,-404813.855473961,302.9035547180544
4550000,18.2,-404336.6235521287,298.6497901517695
4560000,18.24,-404395.0975122133,301.7263038801362
4570000,18.28,-405422.4712948168,301.71641759205096
4580000,18.32,-405473.9363622195,302.1185469248233
4590000,18.36,-403234.4975956131,299.90487920511276
4600000,18.4,-405695.5956144829,301.05552314633746
4610000,18.44,-403950.1622319347,297.16859464691663
4620000,18.48,-404816.6278616183,302.75893840896714
4630000,18.52,-404635.8682947741,303.8091282725772
4640000,18.56,-403607.94134211796,301.324304973328
4650000,18.6,-404450.3284455284,301.4127859474305
4660000,18.64,-405331.71679702704,302.570968509385
4670000,18.68,-404280.49749790155,303.6384789410388
4680000,18.72,-404134.0958287555,302.2791534571196
4690000,18.76,-402989.92115096096,305.0101948915555
4700000,18.8,-404498.08131146897,301.5738098428121
4710000,18.84,-404014.5652848114,304.335710060374
4720000,18.88,-404779.8598251082,304.0178098152718
4730000,18.92,-405067.2562144571,303.4122942339508
4740000,18.96,-403727.4597293525,300.5786597360877
4750000,19.0,-404315.69066479034,304.5072462884689
4760000,19.04,-404047.74970365013,299.86992504671144
4770000,19.08,-403904.4289385725,304.35057862029095
4780000,19.12,-404499.3407091701,300.5888851316797
4790000,19.16,-404149.87285307003,300.4830314191479
4800000,19.2,-404330.8996050074,302.55114376282904
4810000,19.24,-404419.2152159617,302.5919931748115
4820000,19.28,-404775.7294711671,302.1177121986525
4830000,19.32,-403607.3522957829,304.0676847039757
4840000,19.36,-404529.11684250226,305.19221736717077
4850000,19.4,-403942.52693399484,302.0652287906649
4860000,19.44,-405502.35062056105,303.24297524724705
4870000,19.48,-404294.3184075244,302.52456295132833
4880000,19.52,-404785.7975940595,300.1385242773521
4890000,19.56,-404537.4287981144,299.99583827253474
4900000,19.6,-404454.94145855587,302.0606899671113
4910000,19.64,-404162.47268240177,300.5137858615025
4920000,19.68,-404578.7717239538,304.5910058426679
4930000,19.72,-404639.3442858176,302.2746407187588
4940000,19.76,-405550.5692804456,300.4613546239005
4950000,19.8,-404849.5086705561,301.90344842469096
4960000,19.84,-403813.2264245411,301.7590147119535
4970000,19.88,-405020.95927707804,300.09501417570027
4980000,19.92,-404669.2412387312,301.0706525581828
4990000,19.96,-405084.14234948787,302.41210968500883
5000000,20.0,-404353.1064176867,304.7199710360531
5010000,20.04,-403681.9877984696,303.7371853107333
