frame,time_ns,rmsd_nm
0,0.0,0.0
1,0.04,0.39649355
2,0.08,0.14190114
3,0.12,0.1397357
4,0.16,0.1802607
5,0.2,0.4503219
6,0.24,0.2351135
7,0.28,0.47836637
8,0.32,0.45935643
9,0.36,0.46543732
10,0.4,0.45438755
11,0.44,0.46483374
12,0.48,0.2083407
13,0.52,0.44114354
14,0.56,0.44352412
15,0.6,0.4551777
16,0.64,0.45815697
17,0.68,0.4330047
18,0.72,0.43481237
19,0.76,2.5085466
20,0.8,2.5088105
21,0.84,2.5024278
22,0.88,2.4959722
23,0.92,2.5036895
24,0.96,2.5017605
25,1.0,2.507966
26,1.04,2.51164
27,1.08,2.5121996
28,1.12,2.508405
29,1.16,2.5120184
30,1.2,2.5102084
31,1.24,2.5114625
32,1.28,2.5068893
33,1.32,2.5106733
34,1.36,2.5174234
35,1.4000000000000001,0.45115176
36,1.44,0.48098123
37,1.48,2.5060322
38,1.52,0.26754874
39,1.56,0.2546966
40,1.6,0.2831532
41,1.6400000000000001,0.321874
42,1.68,0.29844847
43,1.72,0.47458997
44,1.76,0.5137329
45,1.8,0.53282124
46,1.84,0.5416312
47,1.8800000000000001,2.5105813
48,1.92,2.5126123
49,1.96,2.5109985
50,2.0,2.5057404
51,2.04,2.508778
52,2.08,2.4985778
53,2.12,2.5074532
54,2.16,2.5032153
55,2.2,2.5037582
56,2.24,2.5029817
57,2.2800000000000002,2.5005302
58,2.32,2.5047085
59,2.36,2.5050666
60,2.4,2.504731
61,2.44,2.507417
62,2.48,2.508741
63,2.52,2.5061257
64,2.56,2.5068774
65,2.6,2.5099268
66,2.64,2.5014195
67,2.68,2.506777
68,2.72,2.5068316
69,2.7600000000000002,2.5124638
70,2.8000000000000003,2.5054877
71,2.84,2.5020618
72,2.88,2.5036917
73,2.92,2.5072076
74,2.96,2.5083108
75,3.0,2.5016294
76,3.04,2.501284
77,3.08,2.4957187
78,3.12,2.5018888
79,3.16,2.502615
80,3.2,2.5364814
81,3.24,2.538231
82,3.2800000000000002,2.534354
83,3.3200000000000003,2.5439086
84,3.36,2.504171
85,3.4,2.5313408
86,3.44,2.5018694
87,3.48,2.5092075
88,3.52,2.514551
89,3.56,2.507484
90,3.6,2.5008736
91,3.64,2.502803
92,3.68,2.504231
93,3.72,2.4980056
94,3.7600000000000002,2.4954123
95,3.8000000000000003,2.4980943
96,3.84,2.5088658
97,3.88,0.4541061
98,3.92,2.5077398
99,3.96,0.48419252
100,4.0,2.5025585
101,4.04,2.5054514
102,4.08,2.509359
103,4.12,2.5190597
104,4.16,2.512677
105,4.2,2.502061
106,4.24,2.5049753
107,4.28,2.508628
108,4.32,2.5499837
109,4.36,2.5182106
110,4.4,2.5139127
111,4.44,2.505077
112,4.48,2.515485
