frame,time_ns,n_hydrogen_bonds
0,0.0,204
1,0.04,209
2,0.08,200
3,0.12,213
4,0.16,212
5,0.2,210
6,0.24,206
7,0.28,213
8,0.32,207
9,0.36,209
10,0.4,203
11,0.44,207
12,0.48,214
13,0.52,229
14,0.56,204
15,0.6,199
16,0.64,198
17,0.68,220
18,0.72,214
19,0.76,210
20,0.8,210
21,0.84,210
22,0.88,200
23,0.92,207
24,0.96,212
25,1.0,200
26,1.04,190
27,1.08,200
28,1.12,197
29,1.16,211
30,1.2,202
31,1.24,199
32,1.28,211
33,1.32,199
34,1.36,207
35,1.4000000000000001,199
36,1.44,195
37,1.48,196
38,1.52,197
39,1.56,198
40,1.6,201
41,1.6400000000000001,195
42,1.68,185
43,1.72,199
44,1.76,209
45,1.8,206
46,1.84,197
47,1.8800000000000001,188
48,1.92,196
49,1.96,199
50,2.0,205
51,2.04,204
52,2.08,201
53,2.12,191
54,2.16,202
55,2.2,199
56,2.24,194
57,2.2800000000000002,201
58,2.32,203
59,2.36,203
60,2.4,201
61,2.44,195
62,2.48,204
63,2.52,202
64,2.56,219
65,2.6,207
66,2.64,192
67,2.68,194
68,2.72,210
69,2.7600000000000002,199
70,2.8000000000000003,215
71,2.84,198
72,2.88,200
73,2.92,210
74,2.96,206
75,3.0,208
76,3.04,205
77,3.08,203
78,3.12,209
79,3.16,193
80,3.2,211
81,3.24,203
82,3.2800000000000002,197
83,3.3200000000000003,204
84,3.36,209
85,3.4,192
86,3.44,205
87,3.48,196
88,3.52,185
89,3.56,198
90,3.6,204
91,3.64,202
92,3.68,203
93,3.72,202
94,3.7600000000000002,189
95,3.8000000000000003,194
96,3.84,205
97,3.88,216
98,3.92,199
99,3.96,203
100,4.0,215
101,4.04,206
102,4.08,201
103,4.12,187
104,4.16,194
105,4.2,195
106,4.24,204
107,4.28,201
108,4.32,199
109,4.36,205
110,4.4,204
111,4.44,206
112,4.48,194
113,4.5200000000000005,205
114,4.5600000000000005,202
115,4.6000000000000005,207
116,4.64,204
117,4.68,203
118,4.72,206
119,4.76,195
120,4.8,207
121,4.84,211
122,4.88,209
123,4.92,211
124,4.96,209
125,5.0,208
126,5.04,204
127,5.08,209
128,5.12,200
129,5.16,197
130,5.2,195
131,5.24,213
132,5.28,197
133,5.32,208
134,5.36,210
135,5.4,199
136,5.44,215
137,5.48,198
138,5.5200000000000005,204
139,5.5600000000000005,197
140,5.6000000000000005,199
141,5.64,194
142,5.68,201
143,5.72,196
144,5.76,205
145,5.8,199
146,5.84,188
147,5.88,198
148,5.92,207
149,5.96,219
150,6.0,199
151,6.04,211
152,6.08,214
153,6.12,198
154,6.16,192
155,6.2,202
156,6.24,204
157,6.28,211
158,6.32,208
159,6.36,196
160,6.4,213
161,6.44,202
162,6.48,206
163,6.5200000000000005,206
164,6.5600000000000005,201
165,6.6000000000000005,206
166,6.640000000000001,216
167,6.68,206
168,6.72,195
169,6.76,196
170,6.8,211
171,6.84,205
172,6.88,202
173,6.92,205
174,6.96,202
175,7.0,205
176,7.04,206
177,7.08,208
178,7.12,194
179,7.16,203
180,7.2,195
181,7.24,212
182,7.28,198
183,7.32,204
184,7.36,202
185,7.4,219
186,7.44,198
187,7.48,212
188,7.5200000000000005,197
189,7.5600000000000005,201
190,7.6000000000000005,205
191,7.640000000000001,209
192,7.68,189
193,7.72,203
194,7.76,214
195,7.8,196
196,7.84,198
197,7.88,187
198,7.92,185
199,7.96,195
200,8.0,213
201,8.040000000000001,215
202,8.08,194
203,8.120000000000001,187
204,8.16,193
205,8.2,202
206,8.24,212
207,8.28,201
208,8.32,205
209,8.36,206
210,8.4,209
211,8.44,194
212,8.48,200
213,8.52,208
214,8.56,209
215,8.6,205
216,8.64,193
217,8.68,202
218,8.72,205
219,8.76,215
220,8.8,202
221,8.84,206
222,8.88,198
223,8.92,192
224,8.96,212
225,9.0,199
226,9.040000000000001,203
227,9.08,208
228,9.120000000000001,203
229,9.16,201
230,9.200000000000001,205
231,9.24,214
232,9.28,191
233,9.32,208
234,9.36,202
235,9.4,213
236,9.44,201
237,9.48,213
238,9.52,197
239,9.56,206
240,9.6,207
241,9.64,213
242,9.68,193
243,9.72,193
244,9.76,204
245,9.8,204
246,9.84,205
247,9.88,208
248,9.92,219
249,9.96,206
250,10.0,214
251,10.040000000000001,218
252,10.08,214
253,10.120000000000001,213
254,10.16,205
255,10.200000000000001,209
256,10.24,202
257,10.28,194
258,10.32,207
259,10.36,218
260,10.4,209
261,10.44,212
262,10.48,197
263,10.52,203
264,10.56,193
265,10.6,201
266,10.64,206
267,10.68,202
268,10.72,201
269,10.76,194
270,10.8,188
271,10.84,183
272,10.88,196
273,10.92,185
274,10.96,197
275,11.0,195
276,11.040000000000001,201
277,11.08,190
278,11.120000000000001,199
279,11.16,195
280,11.200000000000001,191
281,11.24,211
282,11.28,191
283,11.32,218
284,11.36,204
285,11.4,198
286,11.44,199
287,11.48,203
288,11.52,200
289,11.56,195
290,11.6,201
291,11.64,202
292,11.68,192
293,11.72,198
294,11.76,194
295,11.8,193
296,11.84,205
297,11.88,212
298,11.92,200
299,11.96,195
300,12.0,200
301,12.040000000000001,200
302,12.08,215
303,12.120000000000001,220
304,12.16,192
305,12.200000000000001,209
306,12.24,201
307,12.280000000000001,193
308,12.32,204
309,12.36,198
310,12.4,197
311,12.44,205
312,12.48,205
313,12.52,198
314,12.56,191
315,12.6,213
316,12.64,212
317,12.68,199
318,12.72,193
319,12.76,210
320,12.8,201
321,12.84,191
322,12.88,201
323,12.92,197
324,12.96,191
325,13.0,192
326,13.040000000000001,214
327,13.08,202
328,13.120000000000001,207
329,13.16,212
330,13.200000000000001,196
331,13.24,201
332,13.280000000000001,198
333,13.32,209
334,13.36,204
335,13.4,202
336,13.44,206
337,13.48,192
338,13.52,202
339,13.56,206
340,13.6,200
341,13.64,197
342,13.68,202
343,13.72,203
344,13.76,202
345,13.8,197
346,13.84,200
347,13.88,205
348,13.92,207
349,13.96,206
350,14.0,209
351,14.040000000000001,208
352,14.08,218
353,14.120000000000001,213
354,14.16,197
355,14.200000000000001,212
356,14.24,196
357,14.280000000000001,209
358,14.32,210
359,14.36,204
360,14.4,218
361,14.44,206
362,14.48,205
363,14.52,211
364,14.56,210
365,14.6,219
366,14.64,205
367,14.68,195
368,14.72,200
369,14.76,207
370,14.8,205
371,14.84,206
372,14.88,206
373,14.92,205
374,14.96,199
375,15.0,207
376,15.040000000000001,207
377,15.08,201
378,15.120000000000001,205
379,15.16,198
380,15.200000000000001,206
381,15.24,208
382,15.280000000000001,197
383,15.32,206
384,15.36,201
385,15.4,201
386,15.44,193
387,15.48,193
388,15.52,196
389,15.56,185
390,15.6,189
391,15.64,200
392,15.68,203
393,15.72,213
394,15.76,202
395,15.8,194
396,15.84,202
397,15.88,195
398,15.92,201
399,15.96,197
400,16.0,189
401,16.04,206
402,16.080000000000002,209
403,16.12,203
404,16.16,205
405,16.2,200
406,16.240000000000002,215
407,16.28,195
408,16.32,195
409,16.36,195
