frame,time_ns,rg_nm
0,0.0,1.8447072276485545
1,0.04,1.8471989371016566
2,0.08,1.8579964800928248
3,0.12,1.852163387180731
4,0.16,1.8601037488018295
5,0.2,1.8588341143181486
6,0.24,1.8597871056373834
7,0.28,1.8645818102909286
8,0.32,1.868739091168039
9,0.36,1.8571460076611586
10,0.4,1.8600664445295119
11,0.44,1.8570323765854289
12,0.48,1.8578392604927847
13,0.52,1.8544559433480683
14,0.56,1.8575921481783977
15,0.6,1.8525960396243177
16,0.64,1.8591899952723046
17,0.68,2.752603132972901
18,0.72,2.7305793868225066
19,0.76,2.7285502059957327
20,0.8,2.7419698914175026
21,0.84,2.750477197848464
22,0.88,2.747566049940614
23,0.92,2.7350656532284776
24,0.96,2.733670053343162
25,1.0,2.74459085276103
26,1.04,2.7525744420465545
27,1.08,2.7626446568948215
28,1.12,2.759509206748887
29,1.16,2.7669520043013374
30,1.2,2.7596484459890265
31,1.24,2.7529869777913936
32,1.28,2.748112077137955
33,1.32,2.75918759182052
34,1.36,2.7411195763441705
35,1.4000000000000001,1.886702138821811
36,1.44,1.8902035436736269
37,1.48,2.7294240170256305
38,1.52,2.7415916737647836
39,1.56,2.727766058329018
40,1.6,2.7108045023009266
41,1.6400000000000001,2.704452010445321
42,1.68,2.714054842883853
43,1.72,2.696245837412168
44,1.76,2.6975276012438045
45,1.8,2.7087720696858377
46,1.84,2.70674464442882
47,1.8800000000000001,1.8841099992296935
48,1.92,2.698077918969152
49,1.96,2.7026746490844507
50,2.0,2.7088653713945825
51,2.04,2.722155701089683
52,2.08,2.700117083293169
53,2.12,2.7037670715157986
54,2.16,2.6964828356717647
55,2.2,2.7056056794652945
56,2.24,2.71752749261253
57,2.2800000000000002,2.700790815886393
58,2.32,2.7029309637193393
59,2.36,2.707658382931116
60,2.4,2.7061381941001867
61,2.44,2.689854440298088
62,2.48,2.7012552564037544
63,2.52,2.7186493621117225
64,2.56,2.7108974773423116
65,2.6,2.7177233622843318
66,2.64,2.715782445816925
67,2.68,2.7219015327188263
68,2.72,2.7082624175573646
69,2.7600000000000002,2.7170940680075915
70,2.8000000000000003,2.7322372912861805
71,2.84,2.721317435073272
72,2.88,2.7284479372349795
73,2.92,2.739733535383766
74,2.96,2.745127167808269
75,3.0,2.7351463724472898
76,3.04,2.7286276711643604
77,3.08,2.7450311976504618
78,3.12,2.739159932290095
79,3.16,2.723338372483591
80,3.2,2.720084374515596
81,3.24,2.7226490962988654
82,3.2800000000000002,2.7289593343864715
83,3.3200000000000003,2.7353147060606533
84,3.36,2.7411146576355105
85,3.4,2.7453241896881284
86,3.44,2.747697598622228
87,3.48,2.732714872241276
88,3.52,2.736292434133644
89,3.56,2.7415564502342944
90,3.6,2.7430300337486835
91,3.64,2.7625591793849997
92,3.68,2.7701590635805347
93,3.72,2.766098305640242
94,3.7600000000000002,2.766375384082533
95,3.8000000000000003,2.7550976450373863
96,3.84,2.743442267607412
97,3.88,2.7481752374877226
98,3.92,2.737918032937485
99,3.96,2.7443008430261173
100,4.0,2.7564484083601264
101,4.04,2.7542173939157917
102,4.08,2.749953470956719
103,4.12,2.7551645534474307
104,4.16,2.7451205719937737
105,4.2,2.7566792410606435
106,4.24,2.7562535288210634
107,4.28,2.737332595713487
108,4.32,2.721974861784769
109,4.36,2.72804445351216
110,4.4,2.7466293245831728
111,4.44,2.7489401346226088
112,4.48,2.732308554116813
113,4.5200000000000005,2.725116642772483
114,4.5600000000000005,2.707619598685531
115,4.6000000000000005,2.724530725767078
116,4.64,2.736767897147158
117,4.68,2.7339463045002605
118,4.72,2.73052480556794
119,4.76,2.7425563658248313
120,4.8,2.7476216128118396
121,4.84,2.737543737028097
122,4.88,2.745360710978346
123,4.92,2.7370010987171733
124,4.96,2.733794076811156
125,5.0,2.7319707436016443
126,5.04,2.75241414407783
127,5.08,2.768099263579917
128,5.12,2.7697540125971485
129,5.16,2.773127792760627
130,5.2,2.77004559744391
131,5.24,2.761925394045127
132,5.28,2.771307570640416
133,5.32,2.7603623472732157
134,5.36,2.7385577743070306
135,5.4,2.7372100463151288
136,5.44,2.7393012102608476
137,5.48,2.7381981398820883
138,5.5200000000000005,2.742653586335758
139,5.5600000000000005,2.740323532295449
140,5.6000000000000005,2.733549225918291
141,5.64,2.7339811599897748
142,5.68,2.7253997788735047
143,5.72,2.7331567118188063
144,5.76,2.7398659309699895
145,5.8,1.8881465228987135
146,5.84,1.8576506910818684
147,5.88,1.8551220147711502
148,5.92,1.859116624436505
149,5.96,1.8636488929618045
150,6.0,1.8652866391521143
151,6.04,1.862661364720924
152,6.08,1.8666880277530662
153,6.12,1.8655098402889838
154,6.16,1.861605402028497
155,6.2,1.8629055641571863
156,6.24,1.8669095635689978
157,6.28,1.8577260427503042
158,6.32,1.8613683584578098
159,6.36,1.8702401953882115
160,6.4,1.8595094581922882
161,6.44,1.8557156857620425
162,6.48,1.8601275771408816
163,6.5200000000000005,1.8686821994394454
164,6.5600000000000005,1.8635007095864484
165,6.6000000000000005,1.8614900087188717
166,6.640000000000001,1.863554779834453
167,6.68,1.8672778006782194
168,6.72,1.8588565182151555
169,6.76,1.8579570548370834
170,6.8,1.8563243942658625
171,6.84,1.8653365883763209
172,6.88,1.8680358875870404
173,6.92,1.858363871139192
174,6.96,1.8602399163082473
175,7.0,1.8589294473204878
176,7.04,1.8671141731747762
177,7.08,1.8617716106673123
178,7.12,1.8599764865062263
179,7.16,1.861311683782411
180,7.2,1.855872713648873
181,7.24,1.8553628787433227
182,7.28,1.8521216114323082
183,7.32,1.8513722255315688
184,7.36,1.8550672491715583
185,7.4,1.8576166169598423
186,7.44,1.8586937489730806
187,7.48,1.8590762780901693
188,7.5200000000000005,1.848231479985992
189,7.5600000000000005,1.8571389022040135
190,7.6000000000000005,1.8490868130611275
191,7.640000000000001,1.8553171921650564
192,7.68,1.856411393733768
193,7.72,1.8626706183639514
194,7.76,1.8567109868513336
195,7.8,1.8507359533886343
196,7.84,1.8520602764676246
197,7.88,1.857202804578809
198,7.92,1.8517395541168717
199,7.96,1.866910542673998
200,8.0,1.858511678399828
201,8.040000000000001,1.8575563998324713
202,8.08,1.8448042079118434
203,8.120000000000001,2.747519770270959
204,8.16,2.7361392937342095
205,8.2,2.7620759688433005
206,8.24,2.7338204817543876
207,8.28,2.733126312241255
208,8.32,2.7272073652338373
209,8.36,2.717893443524167
210,8.4,2.7385135024076805
211,8.44,2.7260574370152493
212,8.48,2.7255618320444404
213,8.52,2.7273215852218637
214,8.56,1.862984171129495
215,8.6,1.8635593853416925
216,8.64,1.854168902656401
217,8.68,2.746458694189507
218,8.72,2.771057448353957
219,8.76,1.8587645768603613
220,8.8,2.7633041007675856
221,8.84,2.7620809360605723
222,8.88,1.8573301446211805
223,8.92,1.8643990444630267
224,8.96,1.8599447515755438
225,9.0,1.8596062908310391
226,9.040000000000001,1.8614755126053073
227,9.08,1.8584817803306632
228,9.120000000000001,1.8654742382555431
229,9.16,1.8515460596937738
230,9.200000000000001,1.8582792236034409
231,9.24,1.8607455401015802
232,9.28,1.8546361354377823
233,9.32,1.8643102300301453
234,9.36,1.8638764111383261
235,9.4,1.8655127625930292
236,9.44,1.8642061179936784
237,9.48,1.8664474440276284
238,9.52,1.8624318680123464
239,9.56,1.8542622345004245
240,9.6,1.8642729419499477
241,9.64,1.861622613393775
242,9.68,1.864429150725691
243,9.72,1.8622756392554036
244,9.76,1.8588237605259947
245,9.8,1.8636991108162964
246,9.84,1.864868942156261
247,9.88,1.862916875150706
248,9.92,2.7818234176467596
249,9.96,2.7687576260618605
250,10.0,2.7653354698070918
251,10.040000000000001,2.758398270151013
252,10.08,2.7496103810193997
253,10.120000000000001,2.7565560165505048
254,10.16,2.755843755489586
255,10.200000000000001,2.74872778812608
256,10.24,2.759739740763636
257,10.28,2.769334990771517
258,10.32,2.763661671569332
259,10.36,2.740643309473555
260,10.4,2.7575350884949392
261,10.44,2.7732002423700277
262,10.48,2.7620897311942243
263,10.52,2.7644235451793007
264,10.56,2.7651908342898923
265,10.6,2.756029014427323
266,10.64,2.764407779599975
267,10.68,2.735476520079571
268,10.72,2.739537572020834
269,10.76,2.717733814482026
270,10.8,2.716763381704587
271,10.84,2.726199949107576
272,10.88,2.728195969764531
273,10.92,2.7351495125839556
274,10.96,2.7321515372889102
275,11.0,2.736201868221276
276,11.040000000000001,2.716857809666515
277,11.08,2.730114299411029
278,11.120000000000001,2.739050455074357
279,11.16,2.7405611191613906
280,11.200000000000001,2.732912366998067
281,11.24,2.7322440465485895
282,11.28,2.7261185351589585
283,11.32,2.7189851278573083
284,11.36,2.7110422471865396
285,11.4,2.7188477370080752
286,11.44,2.714087928473195
287,11.48,2.716970725343351
288,11.52,1.8635158762632575
289,11.56,1.8657594874644396
290,11.6,1.8654545735183081
291,11.64,2.734650520644415
292,11.68,2.742651810688338
293,11.72,1.8639128865230712
294,11.76,1.86655648922362
295,11.8,1.863540345680889
296,11.84,1.8707778743646069
297,11.88,1.865165360214227
298,11.92,1.8726024186668355
299,11.96,1.8680010471462845
300,12.0,1.863824766452512
301,12.040000000000001,1.8710330266177013
302,12.08,1.868694895219699
303,12.120000000000001,1.8649389586737801
304,12.16,1.8702639617596868
305,12.200000000000001,1.8668255627766979
306,12.24,1.8764973015465907
307,12.280000000000001,1.866444460435539
308,12.32,1.870392465259319
309,12.36,1.869805593862409
310,12.4,1.8701890817653912
311,12.44,1.8690440794680252
312,12.48,1.8661580560915074
313,12.52,1.8625237307525102
314,12.56,1.8581880168840277
315,12.6,1.867409399145215
316,12.64,1.8539734411165008
317,12.68,1.8603737863138734
318,12.72,1.865214836023761
319,12.76,1.8638952662849821
320,12.8,1.8646783012622026
321,12.84,1.864310638841563
322,12.88,1.8628547833465536
323,12.92,1.8671692530100379
324,12.96,1.8627622473135168
325,13.0,1.8638561677619427
326,13.040000000000001,1.8648144671354505
327,13.08,1.8671977184613275
328,13.120000000000001,1.8558943825861913
329,13.16,1.8613308371100656
330,13.200000000000001,1.8631627239457431
331,13.24,1.860956248755578
332,13.280000000000001,1.867684746586493
333,13.32,1.863020463484121
334,13.36,1.8605834473222351
335,13.4,1.8593729171129167
336,13.44,1.8598008783373912
337,13.48,1.8664593688365885
338,13.52,1.8552183383070078
339,13.56,1.8554843944318573
340,13.6,1.8594789285745243
341,13.64,1.8633146652678143
342,13.68,1.8581875123786278
343,13.72,1.8582817743517208
344,13.76,1.8534122547636305
345,13.8,1.863524839348066
346,13.84,1.8599201460840566
347,13.88,1.8574900175588096
348,13.92,1.8558667047150834
349,13.96,1.8856871760363048
350,14.0,1.8834080307252101
351,14.040000000000001,1.8827585226845704
352,14.08,1.8832114961502515
353,14.120000000000001,1.885275798195366
354,14.16,1.884775764263035
355,14.200000000000001,1.8751785052918517
356,14.24,1.8786947129785263
357,14.280000000000001,1.8870052893066582
358,14.32,1.8858777783773983
359,14.36,1.88444601412797
360,14.4,1.8891104835713388
361,14.44,1.8759559777219241
362,14.48,1.8853578306396064
363,14.52,1.89567406463317
364,14.56,1.8853857550190418
365,14.6,1.8559046122410348
366,14.64,1.8901178369419593
367,14.68,1.8845009503084769
368,14.72,1.851682768411946
369,14.76,1.8529452008841882
370,14.8,1.8576299089197543
371,14.84,1.8605844594572973
372,14.88,1.85892195181162
373,14.92,1.8609020540800085
374,14.96,1.867818818537112
375,15.0,1.8653480418422224
376,15.040000000000001,1.859195624320628
377,15.08,1.8874000326168943
378,15.120000000000001,2.711850115145943
379,15.16,2.716591762054652
380,15.200000000000001,2.7081823413167396
381,15.24,2.7052970459308567
382,15.280000000000001,2.704947373296347
383,15.32,2.7022680647519257
384,15.36,2.717173784090042
385,15.4,2.703900493714409
386,15.44,2.708987750158113
387,15.48,2.703685305479004
388,15.52,2.7135382248871465
389,15.56,2.70839279038463
390,15.6,2.7049645501908812
