frame,time_ns,rmsd_nm
0,0.0,0.0
1,0.04,0.10949489
2,0.08,0.13240649
3,0.12,0.1446579
4,0.16,0.14349173
5,0.2,0.1372391
6,0.24,0.15468869
7,0.28,0.16436128
8,0.32,0.15814857
9,0.36,0.15827824
10,0.4,0.1581035
11,0.44,0.17578316
12,0.48,0.16056219
13,0.52,0.16901629
14,0.56,0.17636329
15,0.6,0.17394298
16,0.64,0.17400753
17,0.68,2.4604394
18,0.72,2.4666152
19,0.76,2.4750092
20,0.8,2.4691002
21,0.84,2.4633102
22,0.88,2.4582796
23,0.92,2.4630115
24,0.96,2.464813
25,1.0,2.4640691
26,1.04,2.4615397
27,1.08,2.4436724
28,1.12,2.4475758
29,1.16,2.4518368
30,1.2,2.44323
31,1.24,2.4535315
32,1.28,2.4381778
33,1.32,2.444964
34,1.36,2.4556715
35,1.4000000000000001,0.42247745
36,1.44,0.41845068
37,1.48,2.4602928
38,1.52,2.4477708
39,1.56,2.4500837
40,1.6,2.4669495
41,1.6400000000000001,2.476362
42,1.68,2.47814
43,1.72,2.4824476
44,1.76,2.4845734
45,1.8,2.4787347
46,1.84,2.4756317
47,1.8800000000000001,0.43052885
48,1.92,2.4869356
49,1.96,2.4856777
50,2.0,2.4681165
51,2.04,2.4790413
52,2.08,2.4818532
53,2.12,2.4827697
54,2.16,2.473016
55,2.2,2.4878047
56,2.24,2.4896846
57,2.2800000000000002,2.4878888
58,2.32,2.4831734
59,2.36,2.4874332
60,2.4,2.4863362
61,2.44,2.4893174
62,2.48,2.5029624
63,2.52,2.4929843
64,2.56,2.4918988
65,2.6,2.502297
66,2.64,2.4945824
67,2.68,2.479264
68,2.72,2.4874103
69,2.7600000000000002,2.5080707
70,2.8000000000000003,2.5022182
71,2.84,2.5041344
72,2.88,2.5164075
73,2.92,2.5120533
74,2.96,2.5187304
75,3.0,2.5123432
76,3.04,2.5218124
77,3.08,2.5383732
78,3.12,2.52252
79,3.16,2.5240786
80,3.2,2.5381234
81,3.24,2.5358512
82,3.2800000000000002,2.5296843
83,3.3200000000000003,2.528602
84,3.36,2.5345917
85,3.4,2.5315466
86,3.44,2.5263855
87,3.48,2.5324798
88,3.52,2.532644
89,3.56,2.5390825
90,3.6,2.5424635
91,3.64,2.540398
92,3.68,2.5558567
93,3.72,2.5563514
94,3.7600000000000002,2.547638
95,3.8000000000000003,2.543794
96,3.84,2.543299
97,3.88,2.5441077
98,3.92,2.5330458
99,3.96,2.5338438
100,4.0,2.5494165
101,4.04,2.5340455
102,4.08,2.5553055
103,4.12,2.5496135
104,4.16,2.5232449
105,4.2,2.5253525
106,4.24,2.5372982
107,4.28,2.5312133
108,4.32,2.5258257
109,4.36,2.5466943
110,4.4,2.5391815
111,4.44,2.5315163
112,4.48,2.5284975
113,4.5200000000000005,2.5429635
114,4.5600000000000005,2.5222015
115,4.6000000000000005,2.5184221
116,4.64,2.5024984
117,4.68,2.5129275
118,4.72,2.5140388
119,4.76,2.5164316
120,4.8,2.51889
121,4.84,2.4936063
122,4.88,2.4924397
123,4.92,2.4961472
124,4.96,2.494325
125,5.0,2.4935029
126,5.04,2.4872684
127,5.08,2.4847796
128,5.12,2.4900267
129,5.16,2.4988806
130,5.2,2.5000298
131,5.24,2.478812
132,5.28,2.485658
133,5.32,2.5143242
134,5.36,2.489253
135,5.4,2.5076256
136,5.44,2.5011604
137,5.48,2.5013723
138,5.5200000000000005,2.4916456
139,5.5600000000000005,2.4899926
140,5.6000000000000005,2.5002644
141,5.64,2.509298
142,5.68,2.5050845
143,5.72,2.4957843
144,5.76,2.5054607
145,5.8,0.42109966
146,5.84,0.18377501
147,5.88,0.18490785
148,5.92,0.1905969
149,5.96,0.18735482
150,6.0,0.19002043
151,6.04,0.18243873
152,6.08,0.19267829
153,6.12,0.18814619
154,6.16,0.18921408
155,6.2,0.195776
156,6.24,0.19320771
157,6.28,0.19243267
158,6.32,0.18896623
159,6.36,0.19154517
160,6.4,0.19038942
161,6.44,0.18724528
162,6.48,0.18513897
163,6.5200000000000005,0.19686174
164,6.5600000000000005,0.17767598
165,6.6000000000000005,0.18208091
166,6.640000000000001,0.19320995
167,6.68,0.19701087
168,6.72,0.18764162
169,6.76,0.1830202
170,6.8,0.18339624
171,6.84,0.18558635
172,6.88,0.17995854
173,6.92,0.17970756
174,6.96,0.18708721
175,7.0,0.191088
176,7.04,0.19191012
177,7.08,0.1902124
178,7.12,0.19699991
179,7.16,0.19414324
180,7.2,0.189686
181,7.24,0.19142562
182,7.28,0.1891627
183,7.32,0.18502696
184,7.36,0.19014654
185,7.4,0.19059916
186,7.44,0.18592815
187,7.48,0.19311492
188,7.5200000000000005,0.18630989
189,7.5600000000000005,0.19072601
190,7.6000000000000005,0.19365765
191,7.640000000000001,0.19633776
192,7.68,0.18808648
193,7.72,0.18452439
194,7.76,0.19030207
195,7.8,0.1851203
196,7.84,0.18673019
197,7.88,0.19748057
198,7.92,0.1967564
199,7.96,0.20991345
200,8.0,0.19716646
201,8.040000000000001,0.19543816
202,8.08,0.18729258
203,8.120000000000001,2.5605128
204,8.16,2.5318265
205,8.2,2.5559218
206,8.24,2.5291677
207,8.28,2.532122
208,8.32,2.5350597
209,8.36,2.5360634
210,8.4,2.5537896
211,8.44,2.5343423
212,8.48,2.537689
213,8.52,2.5328183
214,8.56,0.1844647
215,8.6,0.18800037
216,8.64,0.17965467
217,8.68,2.526616
218,8.72,2.5582206
219,8.76,0.18130594
220,8.8,2.565174
221,8.84,2.5617392
222,8.88,0.18431711
223,8.92,0.1796811
224,8.96,0.18195395
225,9.0,0.1758372
226,9.040000000000001,0.17936113
227,9.08,0.1887444
228,9.120000000000001,0.20206302
229,9.16,0.18961653
230,9.200000000000001,0.20376271
231,9.24,0.18609184
232,9.28,0.18658556
233,9.32,0.19309142
234,9.36,0.18520893
235,9.4,0.18622641
236,9.44,0.18212596
