frame,time_ns,n_hydrogen_bonds
0,0.0,209
1,0.04,198
2,0.08,191
3,0.12,211
4,0.16,210
5,0.2,203
6,0.24,186
7,0.28,197
8,0.32,191
9,0.36,185
10,0.4,196
11,0.44,197
12,0.48,194
13,0.52,188
14,0.56,200
15,0.6,192
16,0.64,206
17,0.68,201
18,0.72,210
19,0.76,206
20,0.8,206
21,0.84,213
22,0.88,203
23,0.92,200
24,0.96,206
25,1.0,187
26,1.04,208
27,1.08,192
28,1.12,204
29,1.16,200
30,1.2,204
31,1.24,199
32,1.28,195
33,1.32,205
34,1.36,190
35,1.4000000000000001,190
36,1.44,199
37,1.48,196
38,1.52,191
39,1.56,205
40,1.6,205
41,1.6400000000000001,192
42,1.68,200
43,1.72,197
44,1.76,208
45,1.8,185
46,1.84,200
47,1.8800000000000001,189
48,1.92,204
49,1.96,203
50,2.0,196
51,2.04,208
52,2.08,213
53,2.12,202
54,2.16,193
55,2.2,190
56,2.24,208
57,2.2800000000000002,198
58,2.32,204
59,2.36,197
60,2.4,202
61,2.44,207
62,2.48,206
63,2.52,204
64,2.56,199
65,2.6,204
66,2.64,196
67,2.68,197
68,2.72,206
69,2.7600000000000002,199
70,2.8000000000000003,204
71,2.84,200
72,2.88,210
73,2.92,187
74,2.96,201
75,3.0,204
76,3.04,200
77,3.08,201
78,3.12,208
79,3.16,196
80,3.2,200
81,3.24,199
82,3.2800000000000002,198
83,3.3200000000000003,194
84,3.36,216
85,3.4,207
86,3.44,202
87,3.48,195
88,3.52,208
89,3.56,210
90,3.6,209
91,3.64,194
92,3.68,213
93,3.72,197
94,3.7600000000000002,195
95,3.8000000000000003,202
96,3.84,200
97,3.88,198
98,3.92,208
99,3.96,213
100,4.0,199
101,4.04,218
102,4.08,208
103,4.12,212
104,4.16,205
105,4.2,200
106,4.24,203
107,4.28,202
108,4.32,203
109,4.36,210
110,4.4,213
111,4.44,187
112,4.48,207
113,4.5200000000000005,200
114,4.5600000000000005,211
115,4.6000000000000005,216
116,4.64,200
117,4.68,215
118,4.72,199
119,4.76,204
120,4.8,202
121,4.84,200
122,4.88,200
123,4.92,215
124,4.96,208
125,5.0,212
126,5.04,211
127,5.08,207
128,5.12,196
129,5.16,214
130,5.2,207
131,5.24,212
132,5.28,205
133,5.32,202
134,5.36,195
135,5.4,206
136,5.44,201
137,5.48,201
138,5.5200000000000005,200
139,5.5600000000000005,213
140,5.6000000000000005,204
141,5.64,216
142,5.68,197
143,5.72,204
144,5.76,196
145,5.8,211
146,5.84,204
147,5.88,208
148,5.92,202
149,5.96,206
150,6.0,213
151,6.04,199
152,6.08,211
153,6.12,201
154,6.16,213
155,6.2,197
156,6.24,207
157,6.28,212
158,6.32,196
159,6.36,201
160,6.4,199
161,6.44,194
162,6.48,183
163,6.5200000000000005,195
164,6.5600000000000005,187
165,6.6000000000000005,196
166,6.640000000000001,205
167,6.68,200
168,6.72,203
169,6.76,201
170,6.8,188
171,6.84,197
172,6.88,206
173,6.92,198
174,6.96,201
175,7.0,195
176,7.04,201
177,7.08,199
178,7.12,192
179,7.16,202
180,7.2,198
181,7.24,202
182,7.28,200
183,7.32,205
184,7.36,216
185,7.4,213
186,7.44,216
187,7.48,206
188,7.5200000000000005,205
189,7.5600000000000005,198
190,7.6000000000000005,205
191,7.640000000000001,206
192,7.68,192
193,7.72,207
194,7.76,208
195,7.8,205
196,7.84,207
197,7.88,191
198,7.92,187
199,7.96,194
200,8.0,191
201,8.040000000000001,200
202,8.08,204
203,8.120000000000001,205
204,8.16,194
205,8.2,193
206,8.24,205
207,8.28,201
208,8.32,198
209,8.36,194
210,8.4,197
211,8.44,186
212,8.48,188
213,8.52,196
214,8.56,202
215,8.6,205
216,8.64,205
217,8.68,206
218,8.72,196
219,8.76,214
220,8.8,226
221,8.84,194
222,8.88,205
223,8.92,205
224,8.96,200
225,9.0,195
226,9.040000000000001,185
227,9.08,195
228,9.120000000000001,208
229,9.16,198
230,9.200000000000001,201
231,9.24,194
232,9.28,209
233,9.32,204
234,9.36,197
235,9.4,191
236,9.44,200
237,9.48,200
238,9.52,195
239,9.56,205
240,9.6,207
241,9.64,191
242,9.68,209
243,9.72,208
244,9.76,196
245,9.8,198
246,9.84,205
247,9.88,201
248,9.92,211
249,9.96,200
250,10.0,191
251,10.040000000000001,197
252,10.08,196
253,10.120000000000001,203
254,10.16,189
255,10.200000000000001,203
256,10.24,191
257,10.28,193
258,10.32,189
259,10.36,197
260,10.4,194
261,10.44,203
262,10.48,202
263,10.52,196
264,10.56,201
