frame,time_ns,n_hydrogen_bonds
265,10.6,197
266,10.64,205
267,10.68,199
268,10.72,189
269,10.76,199
270,10.8,199
271,10.84,200
272,10.88,198
273,10.92,206
274,10.96,210
275,11.0,197
276,11.040000000000001,195
277,11.08,190
278,11.120000000000001,195
279,11.16,200
280,11.200000000000001,205
281,11.24,197
282,11.28,210
283,11.32,218
284,11.36,200
285,11.4,206
286,11.44,194
287,11.48,196
288,11.52,190
289,11.56,178
290,11.6,194
291,11.64,190
292,11.68,204
293,11.72,189
294,11.76,193
295,11.8,201
296,11.84,192
297,11.88,197
298,11.92,199
299,11.96,202
300,12.0,185
301,12.040000000000001,215
302,12.08,200
303,12.120000000000001,202
304,12.16,208
305,12.200000000000001,196
306,12.24,203
307,12.280000000000001,199
308,12.32,207
309,12.36,189
310,12.4,195
311,12.44,200
312,12.48,201
313,12.52,202
314,12.56,196
315,12.6,197
316,12.64,201
317,12.68,200
318,12.72,202
319,12.76,203
320,12.8,203
321,12.84,209
322,12.88,199
323,12.92,186
324,12.96,196
325,13.0,200
326,13.040000000000001,191
327,13.08,190
328,13.120000000000001,185
329,13.16,186
330,13.200000000000001,200
331,13.24,205
332,13.280000000000001,196
333,13.32,202
334,13.36,201
335,13.4,204
336,13.44,198
337,13.48,209
338,13.52,203
339,13.56,198
340,13.6,212
341,13.64,209
342,13.68,205
343,13.72,200
344,13.76,204
345,13.8,210
346,13.84,206
347,13.88,205
348,13.92,193
349,13.96,203
350,14.0,199
351,14.040000000000001,198
352,14.08,196
353,14.120000000000001,210
354,14.16,196
355,14.200000000000001,208
356,14.24,201
357,14.280000000000001,199
358,14.32,201
359,14.36,194
360,14.4,186
361,14.44,196
362,14.48,200
363,14.52,198
364,14.56,207
365,14.6,211
366,14.64,192
367,14.68,207
368,14.72,200
369,14.76,200
370,14.8,205
371,14.84,190
372,14.88,192
373,14.92,195
374,14.96,196
375,15.0,194
376,15.040000000000001,195
377,15.08,194
378,15.120000000000001,196
379,15.16,201
380,15.200000000000001,192
381,15.24,205
382,15.280000000000001,201
383,15.32,198
384,15.36,206
385,15.4,191
386,15.44,197
387,15.48,208
388,15.52,193
389,15.56,204
