frame,time_ns,rmsd_nm
0,0.0,0.0
1,0.04,0.10083521
2,0.08,0.1095146
3,0.12,0.11998956
4,0.16,0.11859197
5,0.2,0.12479077
6,0.24,0.13188681
7,0.28,0.13817064
8,0.32,0.1445444
9,0.36,0.14670803
10,0.4,0.14312252
11,0.44,0.14855993
12,0.48,0.15248533
13,0.52,0.15548241
14,0.56,0.1459021
15,0.6,0.1540858
16,0.64,0.1612507
17,0.68,0.151495
18,0.72,0.15544073
19,0.76,0.16645287
20,0.8,0.17126547
21,0.84,0.17103961
22,0.88,0.16895494
23,0.92,0.18153925
24,0.96,0.1939006
25,1.0,0.19627507
26,1.04,0.18634582
27,1.08,0.18969055
28,1.12,0.19420664
29,1.16,0.19121228
30,1.2,0.1847361
31,1.24,0.18888965
32,1.28,0.19807349
33,1.32,0.1873479
34,1.36,0.19881894
35,1.4000000000000001,0.19419996
36,1.44,0.19220696
37,1.48,0.19827835
38,1.52,0.20372242
39,1.56,0.1950931
40,1.6,0.19814216
41,1.6400000000000001,0.20442298
42,1.68,0.2045117
43,1.72,0.2129572
44,1.76,0.20358564
45,1.8,0.20537472
46,1.84,0.20429723
47,1.8800000000000001,0.21059239
48,1.92,0.21126199
49,1.96,0.20695227
50,2.0,0.20534107
51,2.04,0.20816027
52,2.08,0.21879935
53,2.12,0.21741116
54,2.16,0.22692555
55,2.2,0.22768562
56,2.24,0.22665131
57,2.2800000000000002,0.22568882
58,2.32,0.22851309
59,2.36,0.22933759
60,2.4,0.23272236
61,2.44,0.22037978
62,2.48,0.22098455
63,2.52,0.21833794
64,2.56,0.19907294
65,2.6,0.20588827
66,2.64,0.20626658
67,2.68,0.21140096
68,2.72,0.22021705
69,2.7600000000000002,0.22255431
70,2.8000000000000003,0.22202483
71,2.84,0.21355367
72,2.88,0.19750135
73,2.92,0.21350713
74,2.96,0.2256448
75,3.0,0.23213607
76,3.04,0.24212925
77,3.08,0.24716961
78,3.12,0.24023995
79,3.16,0.24716263
80,3.2,0.2355274
81,3.24,0.2402795
82,3.2800000000000002,0.25372133
83,3.3200000000000003,0.24303286
84,3.36,0.24533233
85,3.4,0.2474473
86,3.44,0.25666797
87,3.48,0.4219368
88,3.52,0.25892058
89,3.56,0.25637248
90,3.6,0.25636235
91,3.64,0.24905752
92,3.68,0.2535911
93,3.72,0.2596369
94,3.7600000000000002,0.25535032
95,3.8000000000000003,0.25191554
96,3.84,0.24417204
97,3.88,0.24759562
98,3.92,0.23424113
99,3.96,0.2424706
100,4.0,0.24950454
101,4.04,0.24012396
102,4.08,0.23802103
103,4.12,0.23870236
104,4.16,0.24505137
105,4.2,0.25670078
106,4.24,0.2538643
107,4.28,0.25536135
108,4.32,0.25541967
109,4.36,0.2474761
