step,time_ns,potential_energy_kj_mol,temperature_k
1160000,4.64,-397895.6589071709,301.17366488303514
1170000,4.68,-397621.6677222457,300.4247396935374
1180000,4.72,-399436.3593928779,299.94743443892474
1190000,4.76,-397510.30230934755,297.27302277236356
1200000,4.8,-399011.11389406724,300.79350276579675
1210000,4.84,-396948.20717531955,302.4180914824718
1220000,4.88,-400580.0318902803,298.8280006157555
1230000,4.92,-397605.5256698532,304.7707644433001
1240000,4.96,-398094.6217777366,301.2107448390925
1250000,5.0,-398491.00007761293,302.8614905290492
1260000,5.04,-398844.39074806497,299.3471464484586
1270000,5.08,-398343.739293535,301.0730835186371
1280000,5.12,-397872.8497892858,301.27723486015395
1290000,5.16,-398091.6738627148,301.82671643436754
1300000,5.2,-398981.5949140454,304.554473515599
1310000,5.24,-397690.4086515659,304.9715833493938
1320000,5.28,-398536.1356452482,302.2663598791188
1330000,5.32,-397687.03253244143,300.95541681072046
1340000,5.36,-397633.25932562444,303.9360422656069
1350000,5.4,-398296.3241464207,304.9831146338739
1360000,5.44,-398754.10031713615,300.2723468926797
1370000,5.48,-398763.8594793747,306.32925985741656
1380000,5.52,-397516.42163036787,302.67733380007104
1390000,5.56,-398822.86208768,305.3079741918285
1400000,5.6,-398308.9164098713,303.11959558694053
1410000,5.64,-398431.3285958702,303.18127209016853
1420000,5.68,-398850.9845105752,303.229460164303
1430000,5.72,-398958.25736449147,299.49840198960834
1440000,5.76,-399179.42888701754,301.38873920732783
1450000,5.8,-398469.6727561704,299.86491699035207
1460000,5.84,-398099.3215971752,301.85789850868395
1470000,5.88,-398440.10190029885,301.0171462097489
1480000,5.92,-398652.6091396946,299.6631195119515
1490000,5.96,-398461.3655243267,300.6492030223952
1500000,6.0,-398897.3045105303,304.4239002323928
1510000,6.04,-398918.54255313217,303.4745793032042
1520000,6.08,-397595.48742771475,300.58826706037235
1530000,6.12,-398396.17363500386,302.23851024022554
1540000,6.16,-397592.79772423743,301.0063025706736
1550000,6.2,-398331.85050433106,304.6620635735457
1560000,6.24,-399384.56277251616,297.9091476675784
1570000,6.28,-398039.0645473928,301.39513959917224
1580000,6.32,-398870.9955735372,300.52500368313326
1590000,6.36,-398417.65477855946,302.592885654785
1600000,6.4,-397603.54333564034,301.26567712777376
1610000,6.44,-397813.61160891876,301.91346554696963
1620000,6.48,-398941.7582825681,299.9394471730693
1630000,6.52,-398458.57868414395,303.93069978976985
1640000,6.56,-397805.909727338,301.50709356064925
1650000,6.6,-398543.59838474565,303.0074829380624
1660000,6.64,-399150.2920911552,300.0400020895672
1670000,6.68,-398384.20499917073,300.72399768411435
1680000,6.72,-398135.8615837877,301.9123547351619
1690000,6.76,-398262.01709974254,299.4305895735377
1700000,6.8,-397883.5148115258,302.1195740331001
1710000,6.84,-398840.3246161672,302.54242306123473
1720000,6.88,-399167.8583711821,303.49666329985746
1730000,6.92,-398640.8508486997,302.17966366231707
1740000,6.96,-397996.36229804857,300.8793262018924
1750000,7.0,-397450.0613422061,302.2808797763196
1760000,7.04,-398887.99255042453,301.54401482930547
1770000,7.08,-398727.4100666349,303.8329483506914
1780000,7.12,-398152.4617457753,301.63912147836555
1790000,7.16,-397791.9931758465,301.54673896302444
1800000,7.2,-398236.3140881662,301.51240958858614
1810000,7.24,-397632.33775295154,301.3199217710502
1820000,7.28,-398015.80698755477,300.5052735495963
1830000,7.32,-397975.8741226387,300.57620681788865
1840000,7.36,-399361.343477387,302.9856369725108
1850000,7.4,-399807.6101526066,299.137123673101
1860000,7.44,-398974.39820808894,301.77955982834027
1870000,7.48,-398390.7588957001,304.45751551352606
1880000,7.52,-399275.5045470672,301.08654549983055
1890000,7.56,-397787.3317271259,301.31201384889533
1900000,7.6,-398123.75980422273,301.2451800051315
1910000,7.64,-398545.0794827074,304.4377060362886
1920000,7.68,-398733.2345516167,302.8341698481596
1930000,7.72,-397851.1388747606,301.96667872213897
1940000,7.76,-399791.35170661146,302.7066909692748
1950000,7.8,-399008.1731934922,304.3670636948983
1960000,7.84,-398139.7443860497,305.98580742563286
1970000,7.88,-398681.5926352993,300.41439856456566
1980000,7.92,-398585.44105580426,303.8340591624991
1990000,7.96,-397765.6268962682,302.72761125832005
2000000,8.0,-399378.9280116812,298.8365697354151
2010000,8.04,-398836.42851944175,301.3553090614958
2020000,8.08,-397615.7207814662,299.7027913622269
2030000,8.12,-398453.19920892804,302.13263929579074
2040000,8.16,-398494.40414825315,300.5342075523971
2050000,8.2,-398106.4398680269,299.6813685630782
2060000,8.24,-397836.4543847875,301.3835554188919
2070000,8.28,-398197.6743742707,302.98100858997867
2080000,8.32,-396868.57619834784,304.61564750872355
2090000,8.36,-397959.32934432756,302.8317101934425
2100000,8.4,-398938.878449423,300.4749113601856
2110000,8.44,-399449.8065741793,300.58572806195474
2120000,8.48,-398572.4085904269,303.2643978404455
2130000,8.52,-399720.6094155151,299.6106468779874
2140000,8.56,-398985.94342012913,300.74222028734084
2150000,8.6,-398134.7793647286,301.0668682620939
2160000,8.64,-398240.7507010943,303.56682957904445
2170000,8.68,-397877.3183107716,302.49174888448306
2180000,8.72,-398691.7685352545,303.00758872966315
2190000,8.76,-399476.64041425986,303.84527307217695
2200000,8.8,-397492.3323266655,299.66748341548185
2210000,8.84,-397389.5690222522,301.6104519545666
2220000,8.88,-397504.42991992086,303.91599475726775
2230000,8.92,-396965.09912940813,300.14597882560275
2240000,8.96,-398509.2746314774,299.30940529489664
2250000,9.0,-398492.1844576227,304.0992787055398
2260000,9.04,-397650.75076320395,300.89902988752914
2270000,9.08,-398681.71495735995,298.3077439712448
2280000,9.12,-397739.1031842299,300.1887979759999
2290000,9.16,-398674.5084840448,301.3962768588801
2300000,9.2,-399164.1193511733,303.9836484859373
2310000,9.24,-399171.36944286665,303.6222643778292
2320000,9.28,-398360.28469983814,301.8246006023529
2330000,9.32,-399104.1148101911,302.11753754478593
2340000,9.36,-397577.2944242789,301.9451501313895
2350000,9.4,-398545.1153010323,302.40782969720067
2360000,9.44,-399227.8866496235,299.938971110866
2370000,9.48,-399234.0824541021,303.54196855287194
2380000,9.52,-399316.9712886249,304.18063244650443
2390000,9.56,-397917.4299565004,302.61221906981916
2400000,9.6,-398726.4751686284,303.38957575201425
2410000,9.64,-396968.1865924003,302.1147340673665
2420000,9.68,-398002.74804734415,300.99995507462955
2430000,9.72,-399930.15312366956,299.09935607163885
2440000,9.76,-397585.7263441363,302.3062697604958
2450000,9.8,-399098.31805412774,299.8516401444599
2460000,9.84,-397345.8864971504,304.1220238996977
2470000,9.88,-397568.40539572365,302.29849407784184
2480000,9.92,-397471.2032708614,302.7600363839451
2490000,9.96,-399221.1233624411,299.3278659292248
2500000,10.0,-397903.26200693194,303.45908083369665
2510000,10.04,-398910.63503522915,299.85195751926216
2520000,10.08,-398136.50923413946,300.00244607130657
2530000,10.12,-398748.30590667715,303.3582878860971
2540000,10.16,-398202.1619870793,303.3264710621763
2550000,10.2,-398586.80451192404,300.96721257420234
2560000,10.24,-398589.8418892531,301.2078355700723
2570000,10.28,-398944.2370053418,302.48384096232814
2580000,10.32,-399032.85831900034,301.89148734191707
2590000,10.36,-398189.89847872616,303.4452750298008
2600000,10.4,-399455.9832975643,298.27851904154204
2610000,10.44,-397600.3282740847,301.38262974238546
2620000,10.48,-398515.5777307269,301.95596732256456
2630000,10.52,-398790.44632250513,300.8561313934314
2640000,10.56,-399178.9991681033,300.9965168476057
2650000,10.6,-397858.2387835067,303.1115818731849
2660000,10.64,-398083.2362444971,304.5566686913142
2670000,10.68,-398324.59873541817,298.0851319953998
2680000,10.72,-398827.24747444456,303.0906615841397
2690000,10.76,-398706.9924466065,301.99288859122083
2700000,10.8,-398757.49813331733,300.21461112657903
2710000,10.84,-397468.6339183827,300.2814714182431
2720000,10.88,-398148.8732754523,299.89361296205124
2730000,10.92,-398794.4709520112,298.1642905606492
2740000,10.96,-399501.1775703293,302.0391459686419
2750000,11.0,-398508.4587573651,300.4562920384564
2760000,11.04,-398030.5222502537,303.31562742310103
2770000,11.08,-398351.3910811746,301.62571239297256
2780000,11.12,-397526.02639820846,300.5846965938476
2790000,11.16,-398528.2359997188,304.40739674267826
2800000,11.2,-399035.1458907125,299.86354169954257
2810000,11.24,-398348.6990968806,302.53091822465495
2820000,11.28,-399338.65426451433,301.4078345912604
2830000,11.32,-397771.4091395084,300.11797049930834
2840000,11.36,-398689.6167667103,302.27191393815735
2850000,11.4,-398893.4120956289,301.58284034677496
2860000,11.44,-397718.9364343756,302.5923831446815
2870000,11.48,-398184.9418575412,302.13049701587585
2880000,11.52,-398220.52799097775,300.12019212292375
2890000,11.56,-398563.10854583164,303.976110834385
2900000,11.6,-397430.994446544,304.7619308446388
2910000,11.64,-397908.7942549051,299.5131599179108
2920000,11.68,-397827.15882069105,303.6147796220772
2930000,11.72,-398741.81287315604,303.00534065814753
2940000,11.76,-397824.2484966079,303.29880655858426
2950000,11.8,-399486.65985677973,303.98557918265067
2960000,11.84,-397887.53416052833,304.5174200074418
2970000,11.88,-398023.06737703364,303.6412275222608
2980000,11.92,-397471.4170128701,303.19640028907355
2990000,11.96,-398859.98246580246,300.82370626780636
3000000,12.0,-397999.62962024054,303.9458015407746
3010000,12.04,-397766.6836613789,303.15154465036227
3020000,12.08,-398808.24098008266,300.82312441400234
3030000,12.12,-398832.29883147357,300.4529067072329
3040000,12.16,-399165.49190033786,300.64227367254716
3050000,12.2,-399014.98319191346,301.8551214791647
3060000,12.24,-398062.066694997,301.4177790017294
3070000,12.28,-398588.6534728133,303.04919127665187
3080000,12.32,-398774.4520287805,301.5103466523719
3090000,12.36,-399011.48072213517,301.378821244759
3100000,12.4,-398287.3976192195,300.31416102286994
3110000,12.44,-398654.48860742315,302.1918561443017
3120000,12.48,-398403.2833731654,301.6713614686893
3130000,12.52,-397667.78573160246,303.4858725565826
3140000,12.56,-398389.8220978908,306.1250820679995
3150000,12.6,-398161.96967343264,299.7793315853581
3160000,12.64,-398315.76126712444,301.8285677873804
3170000,12.68,-397927.87408724474,302.0668104722339
3180000,12.72,-398418.75957797817,303.48000112274184
3190000,12.76,-398775.1632714884,303.54289422937836
3200000,12.8,-398595.8499810896,299.81318489759303
3210000,12.84,-398207.4049522297,298.26455455024507
3220000,12.88,-399296.575223268,300.1289199299843
3230000,12.92,-398623.62463001884,299.933205468626
3240000,12.96,-398234.25547161326,302.5246236244112
3250000,13.0,-397278.53174318187,304.27944180159017
3260000,13.04,-396880.53495271294,302.72695006081545
3270000,13.08,-397489.9438639188,301.89677692195374
3280000,13.12,-399413.68211458717,303.479445716838
3290000,13.16,-398584.205413281,300.7524027289115
3300000,13.2,-398482.39280355186,301.10056288692783
3310000,13.24,-399349.3096284666,301.759062705698
3320000,13.28,-399935.51399766165,300.7015434168585
3330000,13.32,-397277.1749941956,298.9515123096128
3340000,13.36,-397614.9084068048,301.8707521881732
3350000,13.4,-398546.18956141523,302.42004862708546
3360000,13.44,-398019.7337039148,300.87326963275035
3370000,13.48,-398512.06123628933,303.6708491704664
3380000,13.52,-397569.40075740055,305.1255365763623
3390000,13.56,-398535.8870946057,300.5722131849609
3400000,13.6,-398173.6712972543,303.04958799515464
3410000,13.64,-398122.8687566593,301.8623153080146
3420000,13.68,-398404.30705085816,304.24548269775454
3430000,13.72,-398702.4751394291,300.10337125840704
3440000,13.76,-399491.9508132546,301.7877851252974
3450000,13.8,-398869.0317330479,300.356239632062
3460000,13.84,-399840.083791055,300.41027269213697
3470000,13.88,-398794.14796903287,303.8523875573263
3480000,13.92,-398815.7693262282,302.9227703137745
3490000,13.96,-398057.0824526632,301.38154537847794
3500000,14.0,-399074.08838211745,301.18302743970014
3510000,14.04,-398274.09933427,302.374452447169
3520000,14.08,-398226.9802594669,301.63756105225474
3530000,14.12,-397721.8505193605,299.18494147663284
3540000,14.16,-398609.3521060571,301.13592372947323
3550000,14.2,-398413.5728167794,304.640058920593
3560000,14.24,-398027.96388336853,300.4369850713224
3570000,14.28,-398247.78984711645,301.123202289485
3580000,14.32,-397996.7305160505,304.2147766856414
3590000,14.36,-398900.57740899664,299.88607531049894
3600000,14.4,-397689.4011491246,302.4430054044448
3610000,14.44,-398899.37340421206,300.88228836671294
3620000,14.48,-399673.9547922753,302.2906654993875
3630000,14.52,-397874.8827618875,303.2491109541394
3640000,14.56,-398208.58064313023,304.06092925027366
3650000,14.6,-397670.4759096792,302.6331129109642
3660000,14.64,-399414.3033402816,302.24893071289785
3670000,14.68,-398640.6890474716,303.0220557310636
3680000,14.72,-397619.5794149712,302.6980425059148
3690000,14.76,-399256.3313168946,303.4216306070368
3700000,14.8,-397779.4218504145,303.76587647582585
3710000,14.84,-399734.65241795965,300.6551802478367
3720000,14.88,-397924.60263514076,302.9024054306331
3730000,14.92,-398937.7721110538,300.0836411248701
3740000,14.96,-398137.8112273668,302.6924355510759
3750000,15.0,-398205.6048845877,301.60714596704366
3760000,15.04,-398275.1075332046,302.34477790316305
3770000,15.08,-398171.38566199504,302.18720131386937
3780000,15.12,-399516.282134054,300.2575889643773
3790000,15.16,-398278.5827511521,302.9909001046474
3800000,15.2,-398171.0403775319,301.6100552360639
3810000,15.24,-398017.6145784664,300.52172414351054
3820000,15.28,-398631.76229071454,301.2774464433555
3830000,15.32,-398211.02261915687,303.96587549701394
3840000,15.36,-398894.5812106172,301.3339656060477
3850000,15.4,-399197.56010830053,305.056613348484
3860000,15.44,-398247.5229697246,302.4777050494856
3870000,15.48,-398246.740047188,300.12815294087903
3880000,15.52,-397887.74121568585,298.60583825421367
3890000,15.56,-399141.8217029644,302.73165778704816
3900000,15.6,-399123.8461077437,300.93899266470646
3910000,15.64,-397344.9684655946,301.97818355871874
3920000,15.68,-397997.52003389597,300.7488322623867
3930000,15.72,-398486.62322187633,302.0059803018117
3940000,15.76,-397636.2514750643,297.91612991322694
3950000,15.8,-397579.227101943,299.9827159377696
3960000,15.84,-397979.14861198235,302.6232478441957
3970000,15.88,-397387.86060166685,302.4237777810113
3980000,15.92,-398719.6598554477,300.8528518538086
3990000,15.96,-398962.0262756059,303.15096279655825
4000000,16.0,-398538.6200175828,304.47922923957674
4010000,16.04,-397196.4515399232,302.39992177504575
4020000,16.08,-397725.39785517147,303.01097406088667
4030000,16.12,-398675.6127382165,301.81418012968055
4040000,16.16,-398073.59424138325,301.98323510765385
4050000,16.2,-399252.2413652865,298.2855541829908
4060000,16.24,-398993.8343268372,301.2063280397619
4070000,16.28,-398955.65033973637,302.1815943590305
4080000,16.32,-399579.90321990894,300.73719518630594
4090000,16.36,-397147.7132826727,304.3756063666576
4100000,16.4,-398263.653500407,302.2925697482007
4110000,16.44,-398291.46836252883,300.4250835162398
4120000,16.48,-398916.8154457845,302.559164582051
4130000,16.52,-398590.431058286,297.96132937464057
4140000,16.56,-399059.0152434828,301.8700909906686
4150000,16.6,-398816.87248436594,299.93606184184586
4160000,16.64,-397938.86140539264,303.80020585026415
4170000,16.68,-398850.25694304146,303.1014787753148
4180000,16.72,-397903.16064729705,301.46829449108
4190000,16.76,-398478.01959386375,303.10441449223515
4200000,16.8,-398179.72286220454,302.90163844152784
4210000,16.84,-397715.96247096383,303.16400161134874
4220000,16.88,-398859.7095012199,303.6868501500774
4230000,16.92,-398424.6331477021,302.8975390169994
4240000,16.96,-399299.74264404597,301.71954954282376
